userid	venueid	poi_id	poi_name	category_code	category_group_name	category_name	phone	address_name	road_address_name	poi_longitude	poi_latitude	place_url	distance_m	requested_category_code	distance_score	temporal_score	repeat_score	long_stay_penalty	total_score	candidate_rank
1	1004	1699215494	현주네	FD6	음식점	음식점 > 분식		서울 서초구 서초동 1318-8	서울 서초구 강남대로 399	127.026842331546	37.4982659058478	http://place.map.kakao.com/1699215494	37.0	FD6	0.37574822327523827	0.8580555555555556	0.2890648263178878	0.0	0.48456731126592634	14
1	1004	724037289	환상의떡볶이	FD6	음식점	음식점 > 분식 > 떡볶이		서울 서초구 서초동 1318-8	서울 서초구 강남대로 399	127.026842331546	37.4982659058478	http://place.map.kakao.com/724037289	37.0	FD6	0.37574822327523827	0.8580555555555556	0.2890648263178878	0.0	0.48456731126592634	15
1	1004	1374304759	가배도 강남역점	CE7	카페	음식점 > 카페	02-595-4542	서울 서초구 서초동 1318-2	서울 서초구 강남대로 405	127.02675089982188	37.49873895490302	http://place.map.kakao.com/1374304759	41.0	CE7	0.3380180154890435	0.925138888888889	0.2890648263178878	0.0	0.4750107699713139	16
1	1004	10609442	메가박스 강남	CT1	문화시설	문화,예술 > 영화,영상 > 영화관 > 메가박스	1544-0070	서울 서초구 서초동 1317-20	서울 서초구 서초대로77길 3	127.026417015264	37.4979560555237	http://place.map.kakao.com/10609442	88.0	CT1	0.31222813263527693	0.9834722222222223	0.2890648263178878	0.0	0.47147364963075267	17
1	1004	1487057981	서초강산	FD6	음식점	음식점 > 패스트푸드	010-8979-5584	서울 서초구 서초동 1318-8	서울 서초구 강남대로 399	127.02684005755215	37.498231668122486	http://place.map.kakao.com/1487057981	40.0	FD6	0.34707962510374996	0.8580555555555556	0.2890648263178878	0.0	0.46507266450931434	18
1	1004	877194935	한솔요리아카데미 강남점	AC5	학원	교육,학문 > 학원 > 요리학원	02-3482-5200	서울 서초구 서초동 1318-2	서울 서초구 강남대로 405	127.02666607090534	37.49870203283064	http://place.map.kakao.com/877194935	46.0	AC5	0.3344599641429015	0.8401666666666667	0.2890648263178878	0.0	0.45219796172260407	19
1	1004	11486935	하이미디어아카데미 강남	AC5	학원	교육,학문 > 학원 > 컴퓨터학원	02-3478-0008	서울 서초구 서초동 1318-2	서울 서초구 강남대로 405	127.02669210704242	37.498775008453336	http://place.map.kakao.com/11486935	48.0	AC5	0.31890655732397044	0.8401666666666667	0.2890648263178878	0.0	0.441621645085731	20
1	1004	1019253048	바나프레소 강남역사거리점	CE7	카페	음식점 > 카페 > 바나프레소	070-8998-8984	서울 강남구 역삼동 820-9	서울 강남구 강남대로 406	127.02756290366695	37.49883157188536	http://place.map.kakao.com/1019253048	51.0	CE7	0.2594460885514357	0.925138888888889	0.2890648263178878	0.0	0.4215818596537406	21
1	1004	12119409	버거킹 강남대로점	FD6	음식점	음식점 > 패스트푸드 > 버거킹	02-566-0332	서울 강남구 역삼동 820-10	서울 강남구 강남대로 406	127.02752560187551	37.498878432916044	http://place.map.kakao.com/12119409	53.0	FD6	0.24607561748918913	0.8580555555555556	0.2890648263178878	0.0	0.396389939331413	22
1	1004	25736467	할리스 강남역점	CE7	카페	음식점 > 카페 > 커피전문점 > 할리스	02-555-0890	서울 강남구 역삼동 820-11	서울 강남구 강남대로 402	127.02777433522404	37.49871619356776	http://place.map.kakao.com/25736467	61.0	CE7	0.1991381221715423	0.925138888888889	0.2890648263178878	0.0	0.3805724425154131	23
1	1004	922184930	키치타미	AC5	학원	교육,학문 > 학원 > 미용학원		서울 서초구 서초동 1317-13	서울 서초구 서초대로77길 7	127.026357243444	37.4984227901782	http://place.map.kakao.com/922184930	69.0	AC5	0.19342660460039254	0.8401666666666667	0.2890648263178878	0.0	0.35629527723369797	24
1	1004	26844370	스페이스22	CT1	문화시설	문화,예술 > 문화시설 > 전시관	02-3469-0822	서울 강남구 역삼동 825	서울 강남구 강남대로 390	127.028637993336	37.4978474172273	http://place.map.kakao.com/26844370	152.0	CT1	0.1339107145312913	0.9834722222222223	0.2890648263178878	0.0	0.35021780532004243	25
1	1004	1930929961	하나은행365 강남역	BK9	은행	금융,보험 > 금융서비스 > 은행 > ATM		서울 서초구 서초동 1318-2	서울 서초구 강남대로 405	127.026692107043	37.4987750084605	http://place.map.kakao.com/1930929961	48.0	BK9	0.31890655732397044	0.23850942222222207	0.2890648263178878	0.0	0.29722390641906427	26
1	1004	1813068789	아라타워 주차장	PK6	주차장	교통,수송 > 교통시설 > 주차장		서울 서초구 서초동 1317-17	서울 서초구 서초대로77길 3	127.026525689238	37.4982695813957	http://place.map.kakao.com/1813068789	60.0	PK6	0.33323707715622386	0.3186458333333333	0.2890648263178878	0.04984594444444447	0.2763554541272188	27
1	1004	2046254392	하나은행 ATM	BK9	은행	금융,보험 > 금융서비스 > 은행 > ATM		서울 서초구 서초동 1318-2	서울 서초구 강남대로 405	127.026666115761	37.498828173701	http://place.map.kakao.com/2046254392	53.0	BK9	0.2831142473545362	0.23850942222222207	0.2890648263178878	0.0	0.27288513563984895	28
1	1004	8458527	하나은행 강남역지점	BK9	은행	금융,보험 > 금융서비스 > 은행 > 하나은행	02-534-0312	서울 서초구 서초동 1318-2	서울 서초구 강남대로 405	127.02666837719704	37.4988272721771	http://place.map.kakao.com/8458527	53.0	BK9	0.2831142473545362	0.23850942222222207	0.2890648263178878	0.0	0.27288513563984895	29
1	1004	304153506	코코온누리약국	PM9	약국	의료,건강 > 약국	02-539-1500	서울 강남구 역삼동 820-9	서울 강남구 강남대로 406	127.02754028609787	37.49883157716742	http://place.map.kakao.com/304153506	50.0	PM9	0.2664013366825576	0.2751388888888889	0.2890648263178878	0.0	0.27031142838290356	30
1	1004	1703205202	시계탑빌딩 주차장	PK6	주차장	교통,수송 > 교통시설 > 주차장		서울 강남구 역삼동 820-11	서울 강남구 강남대로 402	127.02782864004332	37.49877744921545	http://place.map.kakao.com/1703205202	68.0	PK6	0.28781963988527076	0.3186458333333333	0.2890648263178878	0.04984594444444447	0.2454715967829707	31
1	1004	1565587317	카카오 T 오퍼스407 주차장	PK6	주차장	교통,수송 > 교통시설 > 주차장		서울 서초구 서초동 1318-1	서울 서초구 강남대로 407	127.026591539449	37.4990020847208	http://place.map.kakao.com/1565587317	71.0	PK6	0.27243198281977077	0.3186458333333333	0.2890648263178878	0.04984594444444447	0.23500798997843064	32
1	1004	1960091759	아비쥬의원 강남점 주차장	PK6	주차장	교통,수송 > 교통시설 > 주차장	1544-0377	서울 서초구 서초동 1317-11	서울 서초구 서초대로77길 9	127.026317733111	37.4986228223914	http://place.map.kakao.com/1960091759	72.0	PK6	0.2674878006637563	0.3186458333333333	0.2890648263178878	0.04984594444444447	0.23164594611234085	33
1	1004	1295172019	SC제일은행 강남역 ATM	BK9	은행	금융,보험 > 금융서비스 > 은행 > ATM		서울 강남구 역삼동 820-9	서울 강남구 강남대로 406	127.02762288038463	37.49894057964209	http://place.map.kakao.com/1295172019	64.0	BK9	0.21788028382312244	0.23850942222222207	0.2890648263178878	0.0	0.2285260404384876	34
1	1004	26370019	SC제일은행 강남역지점	BK9	은행	금융,보험 > 금융서비스 > 은행 > SC제일은행	02-558-4041	서울 강남구 역삼동 820-9	서울 강남구 강남대로 406	127.02762288038448	37.49894057963496	http://place.map.kakao.com/26370019	64.0	BK9	0.21788028382312244	0.23850942222222207	0.2890648263178878	0.0	0.2285260404384876	35
1	1004	1319114405	강남센트럴약국	PM9	약국	의료,건강 > 약국	02-558-5559	서울 강남구 역삼동 820-9	서울 강남구 강남대로 406	127.027525631641	37.4989595234729	http://place.map.kakao.com/1319114405	60.0	PM9	0.2044766302978429	0.2751388888888889	0.2890648263178878	0.0	0.22820262804129754	36
1	1004	751017454	강남마이비약국	PM9	약국	의료,건강 > 약국	02-558-5559	서울 강남구 역삼동 820-9	서울 강남구 강남대로 406	127.027636439988	37.4989108432569	http://place.map.kakao.com/751017454	62.0	PM9	0.19393899265771722	0.2751388888888889	0.2890648263178878	0.0	0.22103703444601208	37
1	1004	20513879	글라스타워 주차장	PK6	주차장	교통,수송 > 교통시설 > 주차장		서울 강남구 역삼동 820-9		127.02783474757295	37.499031535703104	http://place.map.kakao.com/20513879	84.0	PK6	0.2147111723416973	0.3186458333333333	0.2890648263178878	0.04984594444444447	0.1957578388533407	38
1	1004	1364692966	강남엘약국	PM9	약국	의료,건강 > 약국	02-533-7737	서울 서초구 서초동 1317-11	서울 서초구 서초대로77길 9	127.0263154489116	37.49855885145178	http://place.map.kakao.com/1364692966	72.0	PM9	0.14885808080333313	0.2751388888888889	0.2890648263178878	0.0	0.19038201438503088	39
1	1004	21160803	강남역 2호선	SW8	지하철역	교통,수송 > 지하철,전철 > 수도권2호선	02-6110-2221	서울 강남구 역삼동 858	서울 강남구 강남대로 지하 396	127.02800140627488	37.49808633653005	http://place.map.kakao.com/21160803	90.0	SW8	0.30407643128483336	0.0	0.2890648263178878	0.04984594444444447	0.18005121493467324	40
2	2001	16483069	커피밀	CE7	카페	음식점 > 카페		인천 계양구 효성동 499-1	인천 계양구 마장로 546	126.7055386932735	37.52706737471382	http://place.map.kakao.com/16483069	6.0	CE7	0.8532265636477703	0.9416666666666668	0.8115075629572489	0.0	0.8711146683170637	1
2	2001	8681150	효성성모의원	HP8	병원	의료,건강 > 병원 > 일반의원	032-553-9991	인천 계양구 효성동 506-19	인천 계양구 마장로 549	126.70496993777519	37.52728129401482	http://place.map.kakao.com/8681150	61.0	HP8	0.4034357259694244	0.9231944444444445	0.8115075629572489	0.0	0.5608235653624551	2
2	2001	10045549	효성치과의원	HP8	병원	의료,건강 > 병원 > 치과	032-555-2020	인천 계양구 효성동 497-11	인천 계양구 효서로 92	126.70596066708397	37.52764416432867	http://place.map.kakao.com/10045549	71.0	HP8	0.3476539748405795	0.9231944444444445	0.8115075629572489	0.0	0.5228919745948407	3
2	2001	16830755	옥수잔치국수	FD6	음식점	음식점 > 한식 > 국수	032-547-3950	인천 계양구 효성동 497-10	인천 계양구 마장로 550	126.705506820206	37.52740516982032	http://place.map.kakao.com/16830755	39.0	FD6	0.3563841589563571	0.7484942129629629	0.8115075629572489	0.0	0.4869004442380139	4
2	2001	1082093311	북카페 이타카	CE7	카페	음식점 > 카페 > 테마카페 > 북카페	010-5191-1365	인천 계양구 효성동 497-5	인천 계양구 효서로 90-1	126.70590010402516	37.527509764704874	http://place.map.kakao.com/1082093311	56.0	CE7	0.2273006970488313	0.9416666666666668	0.8115075629572489	0.0	0.44548507902978524	5
2	2001	835455106	콩심 인천효성점	FD6	음식점	음식점 > 한식 > 국밥		인천 계양구 효성동 497-12	인천 계양구 마장로 552	126.705573134574	37.5275152570102	http://place.map.kakao.com/835455106	50.0	FD6	0.2664013366825576	0.7484942129629629	0.8115075629572489	0.0	0.4257121250918302	6
2	2001	255288930	킨크커피 효성점	CE7	카페	음식점 > 카페	010-7508-3508	인천 계양구 효성동 495-8	인천 계양구 마장로544번길 7-2	126.706292983597	37.5268521122182	http://place.map.kakao.com/255288930	64.0	CE7	0.18394440879773669	0.9416666666666668	0.8115075629572489	0.0	0.4160028030190409	7
2	2001	2066030774	누나커피 효성풍경채점	CE7	카페	음식점 > 카페		인천 계양구 효성동 497-8	인천 계양구 마장로 554	126.705518279807	37.5276556760587	http://place.map.kakao.com/2066030774	66.0	CE7	0.17446489261530404	0.9416666666666668	0.8115075629572489	0.0	0.40955673201498666	8
2	2001	1380248957	효성119안전센터	PO3	공공기관	사회,공공기관 > 행정기관 > 소방서 > 119안전센터		인천 계양구 효성동 494-10	인천 계양구 효서로 96-1	126.706479087762	37.5275724729987	http://place.map.kakao.com/1380248957	95.0	PO3	0.22136629458659662	0.7845833333333334	0.8115075629572489	0.0	0.4037496853554656	9
2	2001	1641801312	칭구포차	FD6	음식점	음식점 > 술집 > 실내포장마차	032-505-6666	인천 계양구 효성동 506-19	인천 계양구 마장로 549	126.70498394263184	37.52717230813859	http://place.map.kakao.com/1641801312	57.0	FD6	0.22136629458659657	0.7484942129629629	0.8115075629572489	0.0	0.3950882964665767	10
2	2001	700733589	나미네밥상	FD6	음식점	음식점 > 한식	032-543-8999	인천 계양구 효성동 506-20	인천 계양구 마장로 549	126.70500157849558	37.527290383040516	http://place.map.kakao.com/700733589	59.0	FD6	0.20995825350780403	0.7484942129629629	0.8115075629572489	0.0	0.3873308285329978	11
2	2001	10084568	춘천닭갈비	FD6	음식점	음식점 > 한식 > 육류,고기 > 닭요리	032-546-2973	인천 계양구 효성동 506-19	인천 계양구 마장로 549	126.704978044888	37.5272335613281	http://place.map.kakao.com/10084568	59.0	FD6	0.20995825350780403	0.7484942129629629	0.8115075629572489	0.0	0.3873308285329978	12
2	2001	11043596	효성2치안센터	PO3	공공기관	사회,공공기관 > 행정기관 > 경찰서 > 치안센터		인천 계양구 효성동 535-1	인천 계양구 마장로 557	126.70509250697	37.5280447461122	http://place.map.kakao.com/11043596	118.0	PO3	0.153659544633379	0.7845833333333334	0.8115075629572489	0.0	0.3577090953872777	13
2	2001	693249382	GS25 효성타운점	CS2	편의점	가정,생활 > 편의점 > GS25	080-999-5425	인천 계양구 효성동 506-19	인천 계양구 마장로 549	126.70499323423648	37.527111063425714	http://place.map.kakao.com/693249382	55.0	CS2	0.1540083743239964	0.27319444444444446	0.8115075629572489	0.0	0.23521296624356414	14
2	2001	706411919	효성동 공영주차장	PK6	주차장	교통,수송 > 교통시설 > 주차장 > 공영주차장		인천 계양구 효성동 533-5		126.705866333393	37.5280430718842	http://place.map.kakao.com/706411919	111.0	PK6	0.13094642184817476	0.2812152777777778	0.8115075629572489	0.038791666666666676	0.18266417189333878	15
2	2001	310994755	디오아제 주차장	PK6	주차장	교통,수송 > 교통시설 > 주차장		인천 계양구 효성동 690	인천 계양구 마장로544번길 10	126.70532785936031	37.526021690063686	http://place.map.kakao.com/310994755	117.0	PK6	0.11731916609425078	0.2812152777777778	0.8115075629572489	0.038791666666666676	0.17339763798067043	16
2	2003	1427545976	플레이팩토 수놀수학	AC5	학원	교육,학문 > 학원 > 수학학원	010-6259-2604	인천 서해구 청라동 102-10	인천 서해구 비즈니스로28번길 13	126.624422934937	37.5269300769805	http://place.map.kakao.com/1427545976	20.0	AC5	0.6211451576154515	0.34183333333333327	0.2890648263178878	0.0	0.527543893283938	1
2	2003	25629521	GS더프레시 인천청라점	MT1	대형마트	가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시	032-5848-1656	인천 서해구 청라동 102-10	인천 서해구 비즈니스로28번길 13	126.623727004443	37.5265161061801	http://place.map.kakao.com/25629521	61.0	MT1	0.4462489464094479	0.29847222222222225	0.2890648263178878	0.0	0.39820780299718894	2
2	2003	1734454748	뮤엠영어 해원점	AC5	학원	교육,학문 > 학원 > 어학원 > 영어학원 > 뮤엠영어	1544-1010	인천 서해구 청라동 102-10	인천 서해구 비즈니스로28번길 13	126.62385565729507	37.52657868478409	http://place.map.kakao.com/1734454748	48.0	AC5	0.31890655732397044	0.34183333333333327	0.2890648263178878	0.0	0.32202164508573095	3
2	2003	1686009232	유앤나잉글리쉬	AC5	학원	교육,학문 > 학원 > 어학원 > 영어학원	0505-058-8001	인천 서해구 청라동 102-10	인천 서해구 비즈니스로28번길 13	126.6238160175	37.5265875684984	http://place.map.kakao.com/1686009232	51.0	AC5	0.2969220257278962	0.34183333333333327	0.2890648263178878	0.0	0.30707216360040046	4
2	2003	18533156	김지현음악학원	AC5	학원	교육,학문 > 학원 > 음악학원		인천 서해구 청라동 102-10	인천 서해구 비즈니스로28번길 13	126.623821868409	37.5265488442704	http://place.map.kakao.com/18533156	52.0	AC5	0.2899359512667195	0.34183333333333327	0.2890648263178878	0.0	0.30232163296680026	5
2	2003	19152983	아트피플미술학원	AC5	학원	교육,학문 > 학원 > 미술학원		인천 서해구 청라동 102-10	인천 서해구 비즈니스로28번길 13	126.623817379515	37.5265416219963	http://place.map.kakao.com/19152983	53.0	AC5	0.2831142473545362	0.34183333333333327	0.2890648263178878	0.0	0.29768287430651563	6
2	2004	348975489	테라커피 길음뉴타운점	CE7	카페	음식점 > 카페 > 커피전문점 > 테라커피	0507-1406-0889	서울 성북구 길음동 1285	서울 성북구 길음로13길 22	127.01953658410405	37.60972978428553	http://place.map.kakao.com/348975489	8.0	CE7	0.809255806013739	0.9640277777777777	0.2890648263178878	0.0	0.8047858008614402	1
2	2004	1234648630	스마트해법수학 길음수학교습소	AC5	학원	교육,학문 > 학원 > 수학학원		서울 성북구 길음동 1285	서울 성북구 길음로13길 22	127.01949694583612	37.6097342957874	http://place.map.kakao.com/1234648630	10.0	AC5	0.788127627745311	0.9095277777777778	0.2890648263178878	0.0	0.7773386396389091	2
2	2004	13508180	신상윤내과의원	HP8	병원	의료,건강 > 병원 > 내과	02-941-3505	서울 성북구 길음동 1285	서울 성북구 길음로13길 22	127.019443742227	37.6098361163635	http://place.map.kakao.com/13508180	12.0	HP8	0.8364643072929833	0.7443055555555556	0.2890648263178878	0.0	0.770554248397993	3
2	2004	18888707	구포국수	FD6	음식점	음식점 > 한식 > 국수		서울 성북구 길음동 1285	서울 성북구 길음로13길 22	127.019534362824	37.6098973686709	http://place.map.kakao.com/18888707	11.0	FD6	0.7475117229191467	0.9552777777777779	0.2890648263178878	0.0	0.7606998243571176	4
2	2004	15605108	아이&I소아청소년과의원	HP8	병원	의료,건강 > 병원 > 소아청소년과	02-943-1333	서울 성북구 길음동 1285	서울 성북구 길음로13길 22	127.019570542356	37.6096595014968	http://place.map.kakao.com/15605108	16.0	HP8	0.788127627745311	0.7443055555555556	0.2890648263178878	0.0	0.7376853063055758	5
